id,sentence_en,sentence_zh,grammar,new_words,extend_words,extend_note,phrases,review_note,covered_ids
69,"Being healthy and free is important; my clever cousin is interested in famous modern art; a clear, simple answer is correct, the wrong one is not fair — that is normal.",身体健康、自由自在很重要；我聪明的表妹对著名的现代艺术感兴趣；清楚、简单的答案才是正确的，错的答案就不公平——这很正常。,"本句用形容词描述人和事。动名词短语 Being healthy and free 作主语，系动词用 is；be interested in 表示“对……感兴趣”，后面接名词（famous modern art）；形容词并列时按顺序读作 a clear, simple answer；the wrong one 用 one 代替前面提过的 answer，避免重复。normal 表示“正常的、平常的”。",healthy|/'helθi/|adj|健康的，有益健康的，卫生的; free|/fri:/|adj|自由的；免费的；空闲的; important|/im'pɒ:tənt/|adj|重要的，有地位的，大量的; clever|/'klevə/|adj|聪明的，精明的; interested|/'intristid/|adj|感兴趣的; famous|/'feiməs/|adj|出名的，著名的; modern|/'mɒdən/|adj|现代的; clear|/kliə/|adj|清楚的；明亮的; simple|/'simpl/|adj|简单的; correct|/kə'rekt/|adj|正确的，合适的; wrong|/rɒŋ/|adj|错误的; fair|/feə/|adj|公平的；合理的; normal|/'nɒ:ml/|adj|正常的，正规的，标准的,"usual|/'ju:ʒuəl/|adj|平常的，通常的 || right|/rait/|n, adj & adv|正确的；右边的；右边",平常与通常（锚词：normal）；正确复习（锚词：correct）,be interested in|对……感兴趣; free time|空闲时间; a wrong answer|错误的答案,今日回读：请重新朗读背诵第 39、54、62、65、67、68 天的句子。复现旧词：cousin（第 62 天）、art（第 12 天美术课）、answer（第 14 天）、one / not（第 8 天）。扩展组里的 usual（锚词 normal）与复习词 right（第 40 天）随扩展块回读。,"249,250,284,435,438,502,592,642,660,809,873,1140,1405,1488"
70,"An accident: the car broke down — an ambulance, danger, a dangerous minute — but we saved him, he is safe; repair, insurance, no problem, no trouble, only a change, a pity.",出了一场事故：我们的车在路上抛锚了——救护车、危险、危险的一分钟——不过我们把他救了出来，他平安无事；修理、保险、没问题、没麻烦，只是行程有了变化，真可惜。,本句讲一桩小事故。broke down 是 break down 的过去式，指汽车（中途）抛锚；danger 是名词（in danger 表示“处于危险中”），dangerous 是形容词（a dangerous minute 表示“危险的一分钟”）；save 的过去式 saved 表示“救出”。no problem / no trouble 用 no 直接否定名词。冒号和分号后面用名词短语列出要处理的事（repair、insurance），是日记里常见的省略写法。,accident|/'æksidənt/|n|事故，意外; break|/breik/|n & v|打破；弄坏；休息; ambulance|/'æmbjuləns/|n|救护车; danger|/'deindʒə/|n|危险，威胁; dangerous|/'deindʒərəs/|adj|危险的; save|/seiv/|v|救；储蓄；节省; safe|/seif/|adj|安全的; repair|/ri'peə/|v|修理，修补; insurance|/in'ʃurəns/|n|保险; problem|/'prɒbləm/|n|问题，难题; trouble|/'trʌbl/|n|烦恼，麻烦; change|/tʃeindʒ/|v & n|改变，变化，更换; pity|/'piti/|n|遗憾，可惜,delay|/di'lei/|n & v|耽搁，延误; delayed|/di'leid/|adj|延误的；迟的,延误（锚词：accident）,break down|（车）抛锚; in danger|处于危险中; save money|省钱,今日回读：请重新朗读背诵第 40、55、63、66、68、69 天的句子。复现旧词：car（第 42 天）、minute（第 30 天）、no（第 9 天）、he / him（第 3 天）、only（第 67 天）。扩展组单词 delay / delayed（锚词 accident）随扩展块回读。,"5,41,155,218,314,315,325,326,659,973,1014,1056,1079,1089,1362"
71,"Our trip: we pack suitcases and luggage, check passports and tickets, travel to Sydney, arrive on Friday, stay in a hotel, and return in a month — a long journey.",我们的旅行：收拾好行李箱和行李，检查护照和机票，飞往悉尼，周五到达，住进旅馆，一个月后回来——一段长长的旅程。,本句用一般现在时叙述出发前的安排，冒号后是一串并列动作：pack（装箱）、check（核对）、travel（旅行）、arrive（到达）、stay（住）、return（返回）。suitcase 指一只箱子，luggage 是“行李”的总称（不可数，不加 -s）；arrive 后常接 in / at + 地点，stay 后接 in + 地点；破折号后的 a long journey 是对整段行程的总结。,trip|/trip/|n|旅行，出行; pack|/pæk/|v|包装；收拾（行李）; suitcase|/'sju:tkeis/|n|手提箱; luggage|/'lʌgidʒ/|n|行李，皮箱; passport|/'pæspɒ:t/|n|护照，手段，通行证; ticket|/'tikit/|n|票，券; travel|/'trævl/|v|旅行，出行; arrive|/ə'raiv/|v|到达，抵达; stay|/stei/|v|停留，逗留；保持; hotel|/həu'tel/|n|旅馆，客栈; return|/ri'tɜ:n/|n & v|回来，返回；归还; journey|/'dʒɜ:ni/|n|旅程，旅行，行程,visit|/'vizit/|v|拜访，参观; visitor|/'vizitə/|n|参观者，游客; tourist|/'tuərist/|n|游客，观光客; tour|/tuə/|n & v|旅游，观光 || travel agent|/'trævl 'eidʒənt/|n|旅行社；旅行代理人; tourist information centre|/'tuərist .infə'meiʃən 'sentə/|n|旅游信息中心,旅人（锚词：travel）；旅行服务（锚词：journey）,pack a suitcase|收拾行李箱; a return ticket|往返票; travel by plane|乘飞机旅行,今日回读：请重新朗读背诵第 41、56、64、67、69、70 天的句子。复现旧词：check（第 67 天）、Friday（第 15 天）、month（第 16 天）、and / we（第 1 天）。扩展组里的 visit / visitor / tourist / tour（锚词 travel）与 travel agent / tourist information centre（锚词 journey）随扩展块回读。,"64,623,684,759,920,937,1059,1217,1242,1321,1345,1347,1348,1357,1358,1361,1415,1416"
72,"Summer at the beach: warm sea, big waves — I take the surfboard and go swimming and surfing in my swimming costume, then sit under an umbrella near the swimming pool.",海滩上的夏天：温暖的海水、大大的浪——我拿起冲浪板，穿着泳衣去游泳、去冲浪，然后坐在泳池边的遮阳伞下。,"本句描写南半球夏天的海滩。go swimming / go surfing 是“去做某项运动”的固定说法，go 后面接 -ing 形式；swimming costume 是英式英语的“泳衣”，swimming pool 指泳池。冒号后的 warm sea, big waves 是并列名词短语，用来铺场景；then 表示动作的先后顺序。",summer|/'sʌmə/|n|夏季，夏天; beach|/bi:tʃ/|n|海滩; sea|/si:/|n|大海，海洋; wave|/weiv/|n & v|波浪；挥手; surfboard|/'sɜ:fbɒ:d/|n|冲浪板，用冲浪板滑水; swimming|/'swimiŋ/|n|游泳（活动）; swimming costume|/'swimiŋ 'kɒstju:m/|n|泳衣; surfing|/'sɜ:fiŋ/|n|冲浪运动; umbrella|/ʌm'brelə/|n|伞，雨伞; swimming pool|/ˈswɪmɪŋ pu:l/|n|游泳池; pool|/pu:l/|n|水池，泳池,surfboarding|/ˈsɜ:fbɔ:dɪŋ/|n|冲浪板运动; windsurfing|/'wind.sɜ:fiŋ/|n|帆板运动; sailing|/'seiliŋ/|n|航行，航海术，启航; sail|/seil/|v|航行；帆,水上运动（锚词：surfing）,go swimming|去游泳; on the beach|在海滩上; sit under an umbrella|坐在遮阳伞下,今日回读：请重新朗读背诵第 42、57、65、68、70、71 天的句子。复现旧词：warm（第 32 天）、big（第 2 天）、take（第 46 天）、sit（第 21 天）、near（第 6 天）。扩展组里的 surfboarding / windsurfing / sailing / sail（锚词 surfing）随扩展块回读。,"100,994,1080,1081,1099,1243,1251,1252,1253,1260,1261,1262,1391,1431,1467"
73,"At the campsite a guy, an explorer, gives us a map, a guidebook; we put up the tent, have a barbecue and explore the rainforest — a real adventure at camp.",在露营地，一个家伙——他是位探险家——给了我们一张地图和一本旅行指南；我们搭起帐篷、烧烤、探索雨林——营地生活真是一场真正的冒险。,"本句讲露营地的一天。a guy, an explorer 是同位语，用逗号隔开，后面的 an explorer 说明这个 guy 是谁；give sb sth 表示“给某人某物”；put up the tent 是“搭帐篷”的固定搭配；破折号后的 a real adventure 是对前面活动的总结。",campsite|/kæmp'sait/|n|营地; guy|/gai/|n|家伙，小伙子; explorer|/ik'splɒ:rə/|n|探险家，探索者; map|/mæp/|n|地图; guidebook|/'gaidbuk/|n|指南，手册，要览; tent|/tent/|n|帐篷; barbecue|/'bɑ:bikju:/|n|烧烤；烤肉; explore|/ik'splɒ:/|v|探索，探险; rainforest|/'rein'fɔrist/|n|雨林; adventure|/əd'ventʃə/|n|冒险，冒险经历; camp|/kæmp/|n & v|露营，使扎营，帐篷,boat|/bəut/|n|船; ship|/ʃip/|n|船，舰,船与航行（锚词：map）,put up a tent|搭帐篷; have a barbecue|烧烤; a map of the rainforest|雨林地图,今日回读：请重新朗读背诵第 43、58、66、69、71、72 天的句子。复现旧词：give（第 61 天）、real（第 68 天）、up（第 13 天）、us（第 7 天）。扩展组里的 boat / ship（锚词 map）随扩展块回读。,"15,93,132,186,187,428,429,568,570,770,1042,1121,1282"
74,"In Australia I listen to a foreign language: I talk to an Australian, we speak, he tells me, says sentences — I spell my surname, and we have a good conversation.",在澳大利亚，我听着一种外语：我和一位澳大利亚人交谈，我们说英语，他跟我讲，说了一些句子——我拼出我的姓，我们聊得很愉快。,本句用一般现在时讲在澳大利亚的交流。listen to 表示“听”（强调动作），speak 强调“说、讲语言”，say 强调“说出（内容）”，tell 常用于 tell sb sth（告诉某人某事）；foreign 作定语修饰物，a foreign language 就是“一门外语”。spell 是“拼写”，surname 是“姓”（first name 才是“名”）。,Australia|/ɒ'streiljə/|n|澳大利亚; foreign|/'fɒ:rin/|adj|外国的; talk|/tɒ:k/|n & v|谈话，交谈; Australian|/ɒ'streiljən/|adj & n|澳大利亚的；澳大利亚人; language|/'læŋgwidʒ/|n|语言; tell|/tel/|v|告诉；吩咐; speak|/spi:k/|v|说，讲（某种语言）; say|/sei/|v|说，讲; sentence|/'sentəns/|n|句子; spell|/spel/|v|拼写; surname|/'sɜ:neim/|n|姓，别号，绰号; conversation|/.kɒnvə'seiʃən/|n|会话，说话，交谈,first name|/fɜ:st neim/|n|名，名字 || article|/'ɑ:tikl/|n|文章，冠词，物品,姓名（锚词：surname）；语言元素（锚词：language）,talk about language|谈论语言; a foreign language|一门外语; spell your name|拼写你的名字,今日回读：请重新朗读背诵第 44、59、67、70、72、73 天的句子。复现旧词：boy（第 8 天）、good（第 50 天）、I / my（第 1 天）、we（第 1 天）。扩展组里的 first name（锚词 surname）与 article（锚词 language）随扩展块回读。,"66,79,80,279,471,490,707,1090,1107,1199,1201,1254,1267,1277"
75,"Australia is a big country: the city centre is crowded and a big crowd fills the streets, but the countryside, the village and this area of the world are quiet.",澳大利亚是个大国：市中心很拥挤，一大群人挤满街道，但乡村、小村庄和世界上这一片地区都很安静。,本句用一般现在时对比城市与乡村。country 有两个常用意思：“国家”和“乡下”（本句取前者，countryside 才是“乡村”）；city 与 city centre 是“城市”与“市中心”；crowd 是名词“人群”，crowded 是形容词“拥挤的”。but 连接两个对照的分句。,country|/'kʌntri/|n|国家，乡村，地区; city|/'siti/|n|城市，市; city centre|/ˈsiti ˈsentə/|n|市中心; centre|/'sentə/|n|中心，中心点，中锋; crowded|/'kraudid/|adj|拥挤的，塞满的; crowd|/kraud/|n|人群，群众; countryside|/'kʌntrisaid/|n|乡村，农村; village|/'vilidʒ/|n|村庄; area|/'eəriə/|n|区域，面积，范围; world|/wɜ:ld/|n|世界，地球,Africa|/'æfrikə/|n|非洲; Asia|/'eiʒə/|n|亚洲; Europe|/'juərəp/|n|欧洲; North America|/nɒ:θ ə'merikə/|n|北美洲; South America|/sauθ ə'merikə/|n|南美洲; Antarctica|/ænt'ɑ:ktikə/|n|南极洲,大洲（锚词：world）,in the city centre|在市中心; a big crowd|一大群人; around the world|世界各地,今日回读：请重新朗读背诵第 45、60、68、71、73、74 天的句子。复现旧词：big（第 2 天）、quiet（第 24 天）、fill（第 67 天）、streets（第 40 天）、this（第 2 天）。扩展组里的大洲名 Africa / Asia / Europe / North America / South America / Antarctica（锚词 world）随扩展块回读。,"19,50,61,69,212,240,241,289,290,300,301,407,875,1195,1413,1482"
76,"In the city I meet people from China, Japan, India, Brazil and Mexico: a Japanese family, a Brazilian girl and an Indian boy in the big crowd.",在城里我遇见来自中国、日本、印度、巴西和墨西哥的人：一大群人里有日本家庭、巴西女孩和印度男孩。,本句用一般现在时介绍来自不同国家的人。国家名首字母大写（China、Japan、India、Brazil、Mexico），对应的国籍词也大写（Japanese、Indian、Brazilian），在句中既可作形容词也可作名词（a Japanese family / a Brazilian girl / an Indian boy）。meet people from + 国家 表示“遇见来自……的人”。,China|/'tʃainə/|n|中国; Japan|/dʒə'pæn/|n|日本; India|/'indjə/|n|印度; Brazil|/brə'zil/|n|巴西; Mexico|/'meksikəu/|n|墨西哥; Japanese|/.dʒæpə'ni:z/|adj & n|日本的；日本人；日语; Brazilian|/brə'ziljən/|adj & n|巴西的；巴西人; Indian|/'indiən/|adj & n|印度的；印度人,Korean|/kə'riən/|adj & n|韩国的；韩国人；韩语; Italian|/i'tæljən/|adj & n|意大利的；意大利人; Spanish|/'spæniʃ/|adj & n|西班牙的；西班牙人；西班牙语; French|/frentʃ/|adj & n|法国的；法国人；法语; German|/'dʒɜ:mən/|adj & n|德国的；德国人；德语 || Korea|/kə'riə/|n|韩国; Italy|/'itəli/|n|意大利; Spain|/spein/|n|西班牙; France|/frɑ:ns/|n|法国; Germany|/'dʒɜ:məni/|n|德国,国籍对应 1（锚词：Japan）；国家名 1（锚词：China）,come from China|来自中国; Japanese food|日本料理; in Brazil|在巴西,今日回读：请重新朗读背诵第 46、61、69、72、74、75 天的句子。复现旧词：city（第 75 天）、meet（第 7 天）、people（第 62 天扩展词）、crowd（第 75 天）、family / girl / boy（第 3、8 天）。扩展组的国家名 Korea / Italy / Spain / France / Germany（锚词 China）与国籍 Korean / Italian / Spanish / French / German（锚词 Japan）随扩展块回读。,"152,153,230,501,503,525,526,647,648,670,671,677,678,703,704,793,1197,1198"
77,"In this international city families from Britain, America, Canada, Russia and Ireland live together: British, American, Canadian, Russian, Irish and Mexican people — every nationality, and the national game is popular.",在这座国际化的城市里，来自英国、美国、加拿大、俄罗斯和爱尔兰的家庭住在一起：英国人、美国人、加拿大人、俄罗斯人、爱尔兰人和墨西哥人——各种国籍都有，而且这项全国性的运动很受欢迎。,本句讲城市的国际化。国家名（Britain、America、Canada、Russia、Ireland）与对应国籍词（British、American、Canadian、Russian、Irish、Mexican）要成对记。national 是形容词“国家的”（the national game），nationality 是名词“国籍”；international 表示“国际的”；live together 表示“住在一起”；be popular 表示“受欢迎”。,international|/.intə'næʃənəl/|adj|国际的; Britain|/'britən/|n|英国; America|/ə'merikə/|n|美国; Canada|/'kænədə/|n|加拿大; Russia|/'rʌʃə/|n|俄罗斯; Ireland|/'aiələnd/|n|爱尔兰; British|/'britiʃ/|adj & n|英国的；英国人; American|/ə'merikən/|adj & n|美国的；美国人; Canadian|/kə'neidiən/|adj & n|加拿大的；加拿大人; Mexican|/'meksikən/|adj & n|墨西哥的；墨西哥人; nationality|/.næʃə'næləti/|n|国籍，国家，民族性; national|/'næʃənəl/|adj|国家的，国立的，全国性的; popular|/'pɒpjulə/|adj|通俗的，流行的，受欢迎的,Irish|/'airiʃ/|adj & n|爱尔兰的；爱尔兰人; Russian|/'rʌʃən/|adj & n|俄罗斯的；俄罗斯人；俄语,国籍对应 2（锚词：Britain）,an international city|国际化城市; the national game|全民运动; popular with people|受人们欢迎,今日回读：请重新朗读背诵第 47、62、70、73、75、76 天的句子。复现旧词：city（第 75 天）、families / people（第 3、62 天）、together（第 67 天）、every（第 17 天）、game（第 19 天）、live（第 66 天扩展词）。扩展组的国籍 Irish / Russian（锚词 Britain）随扩展块回读。,"42,43,160,161,189,190,662,666,667,792,841,842,997,1076,1077"
78,"On the screen I see an email and a text message; I click the website, download a game, call Lily on my laptop — the telephone and the phone are old.",屏幕上有我一封电子邮件和一条短信；我点开网站，在笔记本电脑上下载了一个游戏，又用电脑给莉莉打电话——这部电话和手机都旧了。,本句用一般现在时讲电子设备。click（点击）和 download（下载）是常用的电脑动词；text message 是“短信”，text 单独用也可以指短信；telephone 是 phone 的正式说法；email 由 electronic + mail 构成，既是“电子邮件”也是“发邮件”。分号前后是“看屏幕”和“用电脑”两组动作。,screen|/skri:n/|n|屏幕；银幕; email|/'i:'meil/|n & v|电子邮件; text|/tekst/|n & v|短信；文本；课文; message|/'mesidʒ/|n|消息，通讯，讯息; text message|/tekst ˈmesidʒ/|n|短信，文字信息; click|/klik/|v|点击；发出咔哒声; website|/ˈwebsaɪt/|n|网站; download|/ˌdaʊnˈləʊd/|n & v|下载；下载的文件; laptop|/ˈlæptɒp/|n|笔记本电脑; telephone|/'telifəun/|n & v|电话；打电话; phone|/fəun/|v & n|电话；打电话,mobile phone|/ˈməubail fəun/|n|手机; printer|/'printə/|n|打印机; digital|/'didʒitəl/|adj|数字的; hairdryer|/ˈheədraɪə(r)/|n|（吹干头发的）吹风机,设备（锚词：laptop）,write an email|写电子邮件; a text message|一条短信; download a game|下载游戏,今日回读：请重新朗读背诵第 48、63、71、74、76、77 天的句子。复现旧词：see（第 21 天）、game（第 19 天）、call（第 65 天）、old（第 6 天）、on / the（第 1 天）；Lily 是白名单人物。扩展组里的 mobile phone / printer / digital / hairdryer（锚词 laptop）随扩展块回读。,"251,339,358,396,574,708,789,808,960,1012,1098,1275,1287,1289,1437"
79,"The television (TV) is on: the news, a film, a programme, a channel, the radio; and at the newsagent I buy videos, DVDs and a magazine with an advertisement.",电视开着：新闻、电影、节目、频道、广播；在报刊亭我买了录像带、DVD，还有一本带广告的杂志。,本句讲媒体设备与日常资讯。television 常缩写为 TV，两者都表示“电视”；programme（英式拼写）指“节目”；channel 是“频道”；news 是不可数名词，不能加 -s；newsagent 是卖报纸杂志的“报刊亭、报摊”。冒号后是并列名词短语，列举电视和广播里的内容；句末 with an advertisement 说明杂志上有什么。,television|/'teli.viʒən/|n|电视; TV|/'ti:'vi:/|n|电视; news|/nju:z/|n|新闻，消息; film|/film/|n & v|电影；胶片; programme|/'prəugræm/|n|节目；程序；计划; channel|/'tʃænəl/|n|频道；海峡；水道; radio|/'reidiəu/|n|收音机；无线电; newsagent|/'nju:zeidʒənt/|n|报刊经销商; video|/'vidiəu/|n|录像；视频; DVD|/ˌdiː viː ˈdiː/|n|数字影碟，DVD光盘; magazine|/.mægə'zi:n/|n|杂志; advertisement|/.ædvə'taizmənt/|n|广告，启事，广告宣传,DVD player|/ˌdiː viː ˈdiː 'pleiə/|n|DVD机; CD player|/ˌsiː ˈdiː 'pleiə/|n|CD播放机; MP3 player|/ˌem piː θriː 'pleiə/|n|MP3 播放器; video recorder|/'vidiəu ri'kɒ:də/|n|录像机 || newspaper|/'nju:z.peipə/|n|报纸; poster|/'pəustə/|n|海报，招贴,播放设备（锚词：DVD）；纸媒与招贴（锚词：programme）,watch television|看电视; watch the news|看新闻; a TV programme|电视节目,今日回读：请重新朗读背诵第 49、64、72、75、77、78 天的句子。复现旧词：buy（第 35 天）、and / on / the（第 1 天）、with（第 6 天）。扩展组里的 DVD player / CD player / MP3 player / video recorder（锚词 DVD）与 newspaper / poster（锚词 programme）随扩展块回读。,"16,209,219,374,375,462,762,827,852,853,854,1001,1015,1036,1276,1372,1411,1412"
80,"At the picnic the food is delicious: a burger, a fresh tomato, a slice of cake, a piece of cake, lemonade, mineral water and cream — every kind of snack.",野餐的食物很美味：汉堡、新鲜西红柿、一片蛋糕、一块蛋糕、柠檬水、矿泉水和奶油——各种各样的点心。,本句描写野餐的食物。slice 和 piece 都表示“片、块”：a slice of cake 是切出来的一片蛋糕，a piece of cake 是一块蛋糕（口语里还常表示“小菜一碟”）；mineral water 是“矿泉水”，作不可数名词用；fresh 是“新鲜的”，delicious 是“美味的”。冒号后并列名词短语，破折号后用 every kind of snack 总结。,picnic|/'piknik/|n|野餐; delicious|/di'liʃəs/|adj|美味的; burger|/'bɜ:gə/|n|汉堡包; fresh|/freʃ/|adj|新鲜的，新奇的，另外的; tomato|/tə'mɑ:təu/|n|番茄，西红柿; slice|/slais/|n|薄的切片，一部分，菜刀; piece|/pi:s/|n|块，片，篇; piece of cake|/pi:s ɔv keik/|n|一块蛋糕；轻松的事; lemonade|/.lemə'neid/|n|柠檬水; mineral water|/ˈminərəl ˈwɔ:tə/|n|矿泉水，矿质水; cream|/kri:m/|n|奶油；乳霜; kind|/kaind/|adj & n|种类；善良的; snack|/snæk/|n|小吃，点心,outdoor|/'autdɒ:/|adj|户外的，屋外的，露天的; outdoors|/'aut'dɒ:z/|adv|在户外，在野外; indoor|/'indɒ:/|adj|户内的，室内的; indoors|/'in'dɒ:z/|adv|在户内,户内户外（锚词：picnic）,a piece of cake|一块蛋糕；小菜一碟; mineral water|矿泉水; a slice of bread|一片面包,今日回读：请重新朗读背诵第 50、65、73、76、78、79 天的句子。复现旧词：food（第 27 天）、cake / water（第 29 天）、every（第 17 天）、at / the（第 1 天）。扩展组里的 outdoor / outdoors / indoor / indoors（锚词 picnic）随扩展块回读。,"167,295,327,504,649,650,696,721,802,915,916,965,968,969,1165,1171,1337"
81,"Exam week: I study, practise with the quiz and improve my reading; the test is useful practice, and the homework is ready — no mistake, I will pass, not fail.",考试周：我学习、用小测验练习、提高阅读；测验是很有用的练习，作业也做完了——没有错误，我会通过，不会不及格。,本句用一般现在时讲考试周，并用 will 讲结果。exam / test / quiz 都指“考试、测验”，从正式到轻松排列；practice 是名词（useful practice），practise 是动词（practise with the quiz），拼写不同、词性不同；pass 与 fail 是一对反义动词；破折号前的 no mistake 是名词短语，表示“没有错误”。,exam|/ig'zæm/|n|考试，测验; study|/'stʌdi/|v|学习；研究; practise|/'præktis/|v|练习; quiz|/kwiz/|n|小测验，知识竞赛; improve|/im'pru:v/|v|改善，提高; reading|/'ri:diŋ/|n|阅读（活动）; test|/test/|n|测试，测验; useful|/'ju:sful/|adj|有用的; practice|/'præktis/|n|练习；实践; homework|/'həumwɜ:k/|n|家庭作业，家里做的工作; ready|/'redi/|adj|准备好的; mistake|/mis'teik/|n|错误; pass|/pæs/|v|经过，越过，变化; fail|/feil/|v|失败；不及格,teach|/ti:tʃ/|v|教，讲授; student|/'stju:dnt/|n|学生,教与学（锚词：study）,do my homework|做作业; pass the exam|通过考试; make a mistake|犯错误,今日回读：请重新朗读背诵第 51、66、74、77、79、80 天的句子。复现旧词：week（第 15 天）、will（第 57 天）、no / not（第 8-9 天）、with（第 6 天）。扩展组复习词 teach / student（锚词 study）随扩展块回读。,"416,434,617,644,807,935,1006,1007,1032,1047,1048,1233,1235,1271,1286,1404"
82,"I ask Miss Green to describe and explain the difference between the two different activities, and she agrees with me: one example among many — no excuse, anyway, so learn it.",我请格林老师描述并解释这两种不同活动的区别，她同意我的说法：许多例子里的一个——没有借口，反正，学会它吧。,本句用一般现在时讲课堂上的问答。ask sb to do sth 表示“请某人做某事”（ask Miss Green to explain）；difference 是名词（the difference between A and B），different 是形容词（two different activities）；among 表示“在（三者以上）之中”；agree with sb 表示“同意某人”；anyway 表示“无论如何、反正”。冒号后面是老师给出的一个例子。,ask|/ɑ:sk/|v|问，要求，邀请; describe|/di'skraib/|v|描述，描写; explain|/ik'splein/|v|解释，说明; difference|/'difərəns/|n|不同，差异; different|/'difərənt/|adj|不同的; activity|/æk'tiviti/|n|活动，行动，活跃; agree|/ə'gri:/|v|同意，赞成; example|/ig'zæmpl/|n|例子，样本，实例; among|/ə'mʌŋ/|prep|在...之中; excuse|/ik'skju:z/|v|原谅；借口; anyway|/'eniwei/|adv|无论如何，至少; learn|/lɜ:n/|v|学习，认识到，得知,instructions|/ɪnˈstrʌkʃnz/|n pl|说明，指示; information|/.infə'meiʃən/|n|消息，知识，通知,说明与信息（锚词：explain）,for example|例如; ask a question|问问题; the difference between|……之间的差别,今日回读：请重新朗读背诵第 52、67、75、78、80、81 天的句子。复现旧词：Miss Green（白名单人物，第 11 天起）、two（第 8 天）、many（第 17 天）、with（第 6 天）、one（第 8 天）。扩展组里的 instructions / information（锚词 explain）随扩展块回读。,"8,27,44,55,70,331,336,337,417,422,427,651,657,714"
83,"All day, afternoon till night: I study until the evening, and afterwards, while the moon is up, the weekly and monthly tests come — later, suddenly, I am not well.",一整天，从下午到夜里：我一直学到傍晚，之后，月亮升起来的时候，每周和每月的测验来了——后来，我突然不舒服了。,本句用时间状语从句串起一天：while 引导“当……时”（while the moon is up），until / till 表示“直到……为止”；afterwards 表示“之后”，later 表示“后来”，suddenly 表示“突然”。weekly 是“每周的”，monthly 是“每月的”，由 week / month 加 -ly 构成。all day 表示“一整天”。,day|/dei/|n|天，日子，白天; afternoon|/'ɑ:ftə'nu:n/|n|午后，下午; till|/til/|prep|直到，在…以前; night|/nait/|n|夜，夜晚，晚上; until|/ən'til/|prep|直到; evening|/'i:vniŋ/|n|傍晚，晚间，末期; afterwards|/'ɑ:ftəwədz/|adv|然后，后来; while|/hwail/|conj|当…的时候；虽然; moon|/mu:n/|n|月亮，月球; weekly|/'wi:kli/|adj & adv|每周的; monthly|/'mʌnθli/|adj & adv|每月的，每月一次的; later|/'leitə/|adv|以后，随后; suddenly|/'sʌdənli/|adv|突然; well|/wel/|adv & adj|好；健康的；井,early|/'ɜ:li/|adj & adv|早的，很早，早熟的; late|/leit/|adj & adv|迟的，很晚，晚的; soon|/su:n/|adv|不久，很快,时间反义复习（锚词：later）,all day|一整天; in the evening|在晚上; from morning till night|从早到晚,今日回读：请重新朗读背诵第 53、68、76、79、81、82 天的句子。复现旧词：study（第 81 天）、come（第 66 天）、test（第 81 天）、am / not（第 1、8 天）。扩展组复习词 early / late（第 24 天）、soon（第 16 天）随扩展块回读。,"21,22,319,409,712,815,816,860,1239,1327,1399,1443,1445,1454"
84,"If you need any help, ask me or another student; some other day we can study without such problems at all — except next week, all right? Yes — ask someone else.",如果你需要任何帮助，可以问我或者别的同学；改天我们可以毫无这类问题地一起学习——除了下周，行吗？好的——去问别人吧。,本句练习 if 引导的条件句：If you need any help（如果你需要帮助）。any 多用于疑问句和条件句，some 多用于肯定句（some other day）；another 表示“另一个”，other 表示“别的”；without 表示“没有、不用”，except 表示“除……之外”；such 是“这样的”；at all 用于强调（not ... at all / 句末加强语气）。All right? 用来征求同意，Yes 是最简单的肯定回答。,if|/if/|conj|如果，是否，无论何时; any|/'eni/|det & pron|任何; or|/ɒ:/|conj|或，或者; another|/ə'nʌðə/|det & pron|又一个，另一个，类似的另一个; some|/sʌm/|det & pron|一些，若干; other|/'ʌðə/|det|其他的，另外的，他人; without|/wi'ðaut/|prep|没有，无; such|/sʌtʃ/|det & adj|如此的，这样的; at all|/æt ɒ:l/|adv|根本，完全; except|/ik'sept/|prep|除了...之外，若不是，除非; next|/'nekst/|adj & adv|下一个的，然后，其次的; all right|/ɒ:l rait/|adv|好的；行; yes|/jes/|exclam|是，对; else|/els/|adv|另外，否则，不然,,,all right|好吧，行; next week|下周; someone else|别人,今日回读：请重新朗读背诵第 54、69、77、80、82、83 天的句子。复现旧词：help（第 56 天）、ask（第 82 天）、study（第 81 天）、week（第 15 天）、we / you / me（第 1-2 天）。,"32,48,51,75,395,419,639,856,907,910,1182,1238,1474,1491"
